item_id,user_id,recommend,sentiment_analysis,genres,release_date,price,title,developer,items_count,item_name,playtime_forever
49520,76561198095920833,True,2,"['Action', 'RPG']",2012-09-17,19.99,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",76.0,Borderlands 2,2110.0
730,76561198097758931,True,0,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,,,
258970,BABBYMAN,False,2,"['Action', 'Adventure', 'RPG']",2014-09-23,19.99,Gauntlet™ Slayer Edition,Arrowhead Game Studios,107.0,Gauntletâ¢ ,186.0
33930,Brocolie8,True,2,"['Action', 'Simulation', 'Strategy']",2010-06-29,19.99,Arma 2: Operation Arrowhead,Bohemia Interactive,254.0,Arma 2: Operation Arrowhead,6282.0
107410,kingholica,True,2,"['Action', 'Simulation', 'Strategy']",2013-09-12,39.99,Arma 3,Bohemia Interactive,86.0,Arma 3,56377.0
72850,BrodyL12,True,2,,,,,,330.0,The Elder Scrolls V: Skyrim,6782.0
440,Brojomojo,False,0,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
219830,76561198063199558,True,2,"['Action', 'Indie']",2013-11-05,9.99,King Arthur's Gold,Transhuman Design,50.0,King Arthur's Gold,5578.0
219830,76561198063199558,True,2,"['Action', 'Indie']",2013-11-05,9.99,King Arthur's Gold,Transhuman Design,50.0,King Arthur's Gold,5578.0
330840,hfoxy,True,2,['Adventure'],2014-12-02,29.99,Game of Thrones - A Telltale Games Series,Telltale Games,74.0,Game of Thrones - A Telltale Games Series,2374.0
351570,76561198055070495,True,2,,,,,,,,
56400,Bronx9146,True,2,,,,,,217.0,"WarhammerÂ® 40,000â¢: Dawn of WarÂ® II â Retributionâ¢",11082.0
230410,76561198108132163,True,2,"['Action', 'Free to Play']",2013-03-25,Free to Play,Warframe,Digital Extremes,44.0,Warframe,448.0
304930,76561198088416466,True,2,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,46.0,Unturned,2508.0
440,broxce,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
391540,brsajo,True,0,"['Indie', 'RPG']",2015-09-15,9.99,Undertale,tobyfox,68.0,Undertale,6678.0
440,xtomx_freedom,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
440,76561198041149604,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
570,76561198028042361,True,0,,,,,,,,
200210,bryan4085,True,2,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2012-02-20,Free to Play,Realm of the Mad God,Wild Shadow Studios,78.0,Realm of the Mad God,712.0
218620,76561198052831153,True,2,,,,,,163.0,PAYDAY 2,3721.0
319630,76561198060429887,True,2,"['Action', 'Adventure']",2015-01-29,Free,Life is Strange - Episode 1,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",74.0,Life Is Strangeâ¢,1635.0
1840,btz2020,True,0,,,,,,,,
440,76561198079705633,True,0,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
440,76561198085144241,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
238090,76561198069465728,True,2,"['Action', 'Adventure']",2014-06-27,29.99,Sniper Elite 3,Rebellion,111.0,Sniper Elite 3,2174.0
107410,budgiethesmuggler,True,0,"['Action', 'Simulation', 'Strategy']",2013-09-12,39.99,Arma 3,Bohemia Interactive,180.0,Arma 3,37057.0
233450,76561198081938549,True,2,"['Indie', 'Simulation', 'Strategy']",2015-10-06,29.99,Prison Architect,Introversion Software,72.0,Prison Architect,47007.0
304930,budniak1,True,2,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,24.0,Unturned,31374.0
730,bRNSHITUP,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,44.0,Counter-Strike: Global Offensive,28219.0
219150,tinbgr,True,0,"['Action', 'Indie']",2012-10-23,9.99,Hotline Miami,Dennaton Games,157.0,Hotline Miami,741.0
264710,Unclehamisawesome,True,2,,,,,,67.0,Subnautica,1522.0
276810,76561198042779835,True,2,"['RPG', 'Strategy']",2015-11-19,39.99,Mordheim: City of the Damned,Rogue Factor,,,
241930,coolvibesandchill,True,0,"['Action', 'Adventure']",2014-09-30,19.99,Middle-earth™: Shadow of Mordor™,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",100.0,Middle-earth: Shadow of Mordor,1721.0
275850,76561198044036045,False,0,"['Action', 'Adventure']",2016-08-12,59.99,No Man's Sky,Hello Games,52.0,No Man's Sky,2368.0
281990,76561198047418653,True,2,"['Simulation', 'Strategy']",2016-05-09,39.99,Stellaris,Paradox Development Studio,120.0,Stellaris,1323.0
274900,bunnty,False,0,"['Action', 'Indie']",2014-07-25,0.99,Murder Miners,JForce Games,171.0,Murder Miners,342.0
440,Catch_Twenty_Two,True,0,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
271590,76561197986144369,False,0,"['Action', 'Adventure']",2015-04-14,39.99,Grand Theft Auto V,Rockstar North,344.0,Grand Theft Auto V,1174.0
215470,epicnugg,True,2,"['Action', 'Indie']",2012-10-29,7.99,Primal Carnage,Lukewarm Media,140.0,Primal Carnage,671.0
220240,76561198123879774,True,2,"['Action', 'Adventure']",2012-12-04,19.99,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",,,
570,76561198051103556,True,2,,,,,,,,
730,lobbie,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,155.0,Counter-Strike: Global Offensive,25106.0
319510,76561198026959699,True,0,"['Indie', 'Simulation']",2014-08-18,4.99,Five Nights at Freddy's,Scott Cawthon,58.0,Five Nights at Freddy's,340.0
381210,76561198019652792,False,0,,,,,,,,
237930,Hogia,True,2,"['Action', 'Indie', 'RPG']",2014-05-20,19.99,Transistor,Supergiant Games,42.0,Transistor,468.0
34900,76561198029846088,True,2,['Indie'],2009-07-20,0.99,Bad Rats: the Rats' Revenge,Invent4 Entertainment,50.0,Bad Rats,396.0
730,76561198072734711,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,92.0,Counter-Strike: Global Offensive,69203.0
211420,MEDSBUMM,True,0,"['Action', 'RPG']",2012-08-23,19.99,DARK SOULS™: Prepare To Die™ Edition,FromSoftware,137.0,Dark Souls: Prepare to Die Edition,1285.0
200210,12779,False,0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2012-02-20,Free to Play,Realm of the Mad God,Wild Shadow Studios,105.0,Realm of the Mad God,672.0
230410,76561198085183243,True,2,"['Action', 'Free to Play']",2013-03-25,Free to Play,Warframe,Digital Extremes,20.0,Warframe,47226.0
252950,76561198110404008,True,2,"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,19.99,Rocket League®,"Psyonix, Inc.",53.0,Rocket League,6146.0
440,8947513,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
94400,nukep,True,0,"['Action', 'Indie', 'Sports']",2014-01-13,9.99,Nidhogg,Messhof,60.0,Nidhogg,129.0
220260,byrxn,True,2,"['Casual', 'Simulation']",2013-10-09,19.99,Farming Simulator 2013 Titanium Edition,Giants Software,129.0,Farming Simulator 2013,4041.0
252490,76561198080278106,True,2,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2013-12-11,19.99,Rust,Facepunch Studios,,,
730,timtam012,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,144.0,Counter-Strike: Global Offensive,21434.0
730,whatiyatalkinabeet,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,8.0,Counter-Strike: Global Offensive,29589.0
4760,76561198055359584,True,2,['Strategy'],2004-09-22,9.99,Rome: Total War™ - Collection,The Creative Assembly,136.0,Rome: Total War,9918.0
200210,76561198076514521,True,0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2012-02-20,Free to Play,Realm of the Mad God,Wild Shadow Studios,,,
730,76561198070677367,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,12.0,Counter-Strike: Global Offensive,61390.0
304930,Cactus_Chaos,True,2,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,125.0,Unturned,28600.0
105600,cade51,True,2,"['Action', 'Adventure', 'Indie', 'RPG']",2011-05-16,9.99,Terraria,Re-Logic,198.0,Terraria,27679.0
232090,76561197991548126,False,0,['Action'],2016-11-18,29.99,Killing Floor 2,Tripwire Interactive,284.0,Killing Floor 2,24.0
230410,76561198055723928,True,2,"['Action', 'Free to Play']",2013-03-25,Free to Play,Warframe,Digital Extremes,181.0,Warframe,28317.0
620,76561198051064887,True,0,"['Action', 'Adventure']",2011-04-18,19.99,Portal 2,Valve,60.0,Portal 2,1073.0
221100,76561198042411838,True,2,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2013-12-16,34.99,DayZ,Bohemia Interactive,236.0,DayZ,450.0
221100,76561198042411838,True,2,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2013-12-16,34.99,DayZ,Bohemia Interactive,236.0,DayZ,450.0
221100,76561198042411838,True,2,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2013-12-16,34.99,DayZ,Bohemia Interactive,236.0,DayZ,450.0
221100,76561198042411838,True,2,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2013-12-16,34.99,DayZ,Bohemia Interactive,236.0,DayZ,450.0
1250,Calesti,True,0,['Action'],2009-05-14,19.99,Killing Floor,Tripwire Interactive,897.0,Killing Floor,5925.0
334660,doyouevensmokeweed,True,2,,,,,,,,
440,76561198060459268,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
730,APCameron,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,54.0,Counter-Strike: Global Offensive,41675.0
252950,cameroondormer,True,2,"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,19.99,Rocket League®,"Psyonix, Inc.",,,
4000,lestrepo,True,2,"['Indie', 'Simulation']",2006-11-29,9.99,Garry's Mod,Facepunch Studios,25.0,Garry's Mod,10305.0
353130,camjker,True,2,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2016-02-01,Free to Play,Time of Dragons,4 I Lab,78.0,Time of Dragons,22.0
219150,76561198068177117,True,2,"['Action', 'Indie']",2012-10-23,9.99,Hotline Miami,Dennaton Games,,,
252490,76561198089135179,True,2,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2013-12-11,19.99,Rust,Facepunch Studios,150.0,Rust,7746.0
440,76561198023634778,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
319630,76561198028249774,True,2,"['Action', 'Adventure']",2015-01-29,Free,Life is Strange - Episode 1,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",,,
440,NetherCasts,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
273350,Canda,True,2,"['Action', 'Free to Play']",2015-02-10,Free to Play,Evolve Stage 2,Turtle Rock Studios,161.0,Evolve Stage 2,711.0
9450,DemonRainDrops,True,0,['Strategy'],2008-03-05,12.99,"Warhammer® 40,000: Dawn of War® - Soulstorm",Relic Entertainment,186.0,"Warhammer 40,000: Dawn of War â Soulstorm",2146.0
359550,76561198045591656,True,2,['Action'],2015-12-01,14.99,Tom Clancy's Rainbow Six® Siege,Ubisoft Montreal,221.0,Tom Clancy's Rainbow Six Siege,7786.0
200210,vitorgamer115,False,0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2012-02-20,Free to Play,Realm of the Mad God,Wild Shadow Studios,71.0,Realm of the Mad God,726.0
277590,Spitfire182GE,True,0,"['Action', 'Adventure']",2014-02-25,14.99,Assassin's Creed Freedom Cry,Ubisoft Montreal,171.0,Assassin's Creed Freedom Cry,562.0
220200,thfbgfsbgfbgfbgfsbgbffb,True,2,"['Indie', 'Simulation']",2015-04-27,39.99,Kerbal Space Program,Squad,,,
67370,L4MZBOO_DoniDass1112,True,0,['Action'],2012-02-06,29.99,The Darkness II,Digital Extremes,172.0,The Darkness II,498.0
299360,SuchDogeMuchWoW,True,2,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2015-04-30,Free to Play,Block N Load,"Jagex,Artplant",75.0,Block N Load,141.0
440,mumbo3352,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
252490,brawlisforwii,True,2,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2013-12-11,19.99,Rust,Facepunch Studios,,,
252490,76561198069758759,True,0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2013-12-11,19.99,Rust,Facepunch Studios,163.0,Rust,10340.0
322330,TheAmazingSpot,True,2,"['Adventure', 'Indie', 'Simulation']",2016-04-21,14.99,Don't Starve Together,Klei Entertainment,45.0,Don't Starve Together,3556.0
213670,5554Grovesy,True,2,"['Action', 'Adventure', 'RPG']",2014-03-03,29.99,South Park™: The Stick of Truth™,Obsidian Entertainment,91.0,South Parkâ¢: The Stick of Truthâ¢,2115.0
4000,GimmedatUnusual,True,2,"['Indie', 'Simulation']",2006-11-29,9.99,Garry's Mod,Facepunch Studios,149.0,Garry's Mod,9405.0
218680,captainmehico,True,2,"['Adventure', 'Casual', 'Strategy']",2012-11-19,19.99,Scribblenauts Unlimited,5th Cell Media,65.0,Scribblenauts Unlimited,1265.0
238960,76561198074558199,True,2,,,,,,132.0,Path of Exile,409.0
200940,Rectzonic,False,0,,,,,,88.0,Sonic CD,316.0
236430,thaSaltyestOfCaptains,True,0,"['Action', 'RPG']",2014-04-25,39.99,DARK SOULS™ II,"FromSoftware, Inc",242.0,DARK SOULSâ¢ II,15097.0
238320,76561198024305714,True,2,"['Action', 'Adventure', 'Indie']",2013-09-04,19.99,Outlast,Red Barrels,71.0,Outlast,48.0
310380,CapSpook,True,2,"['Action', 'Free to Play', 'Indie', 'Strategy']",2016-09-22,Free to Play,Fractured Space,Edge Case Games Ltd.,61.0,Fractured Space,106.0
35140,76561198024310116,True,2,"['Action', 'Adventure']",2010-03-26,19.99,Batman: Arkham Asylum Game of the Year Edition,"Rocksteady Studios,Feral Interactive (Mac)",,,
236110,funnyfantom,True,2,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']",2017-06-20,Free to Play,Dungeon Defenders II,Trendy Entertainment,83.0,Dungeon Defenders II,385.0
107410,thejotang,True,0,"['Action', 'Simulation', 'Strategy']",2013-09-12,39.99,Arma 3,Bohemia Interactive,87.0,Arma 3,115303.0
219150,76561198073297020,True,2,"['Action', 'Indie']",2012-10-23,9.99,Hotline Miami,Dennaton Games,37.0,Hotline Miami,1744.0
219150,76561198073297020,True,2,"['Action', 'Indie']",2012-10-23,9.99,Hotline Miami,Dennaton Games,37.0,Hotline Miami,1744.0
730,76561198066118331,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,56.0,Counter-Strike: Global Offensive,37730.0
304930,CapCheeze,True,2,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,70.0,Unturned,691.0
383870,captainfez,True,2,"['Adventure', 'Indie']",2016-02-09,19.99,Firewatch,Campo Santo,,,
301520,76561198219780653,True,2,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",2017-08-24,Free to Play,Robocraft,Freejam,43.0,Robocraft,2560.0
102500,76561198138045913,True,2,"['Action', 'RPG']",2012-02-07,19.99,Kingdoms of Amalur: Reckoning™,"Big Huge Games,38 Studios",181.0,Kingdoms of Amalur: Reckoningâ¢,789.0
218230,Hobo_Ed,True,2,"['Action', 'Free to Play', 'Massively Multiplayer']",2012-11-20,Free to Play,PlanetSide 2,Daybreak Game Company,,,
239140,76561198083390406,True,0,"['Action', 'RPG']",2015-01-26,39.99,Dying Light,Techland,100.0,Dying Light,7579.0
17390,SteamPunkDude227,True,2,['Simulation'],2008-12-19,19.99,SPORE™,Maxis™,198.0,Spore,372.0
218230,jskode,True,2,"['Action', 'Free to Play', 'Massively Multiplayer']",2012-11-20,Free to Play,PlanetSide 2,Daybreak Game Company,228.0,PlanetSide 2,17525.0
304050,carlo123100,False,0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015-07-09,Free to Play,Trove,Trion Worlds,24.0,Trove,18320.0
205100,carlixx766,True,2,"['Action', 'Adventure']",2012-10-08,9.99,Dishonored,Arkane Studios,69.0,Dishonored,9328.0
250420,76561198046431850,True,2,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2015-01-26,Free to Play,8BitMMO,Archive Entertainment,78.0,8BitMMO,91.0
550,Carlos926,True,2,['Action'],2009-11-16,19.99,Left 4 Dead 2,Valve,81.0,Left 4 Dead 2,2352.0
242920,f4fphoenix,True,0,"['Indie', 'Simulation', 'Strategy']",2014-02-18,19.99,Banished,Shining Rock Software LLC,36.0,Banished,241.0
8870,76561198071509926,False,0,['Action'],2013-03-25,29.99,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",92.0,BioShock Infinite,608.0
252950,76561198088974596,True,0,"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,19.99,Rocket League®,"Psyonix, Inc.",144.0,Rocket League,5148.0
258700,76561198069737496,True,0,,,,,,33.0,Dragon Nest Europe,6751.0
271590,wcasagrande,True,0,"['Action', 'Adventure']",2015-04-14,39.99,Grand Theft Auto V,Rockstar North,20.0,Grand Theft Auto V,12904.0
301520,76561198071755096,True,2,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",2017-08-24,Free to Play,Robocraft,Freejam,102.0,Robocraft,2629.0
413150,76561198032651953,True,2,"['Indie', 'RPG', 'Simulation']",2016-02-26,14.99,Stardew Valley,ConcernedApe,302.0,Stardew Valley,3332.0
206440,tomas13a,True,0,"['Adventure', 'Indie', 'RPG']",2011-11-01,9.99,To the Moon,Freebird Games,254.0,To the Moon,286.0
24200,76561198044224232,True,2,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2011-11-02,Free to Play,DC Universe™ Online,Daybreak Game Company,,,
252490,krittabun,True,0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2013-12-11,19.99,Rust,Facepunch Studios,105.0,Rust,29627.0
440,CatKawaii,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
204300,cazaman11,True,2,"['Action', 'Free to Play', 'Indie', 'Strategy']",2012-08-01,Free To Play,Awesomenauts - the 2D moba,Ronimo Games,246.0,Awesomenauts,768.0
305620,76561198079652562,True,2,"['Adventure', 'Indie', 'Simulation', 'Strategy']",2017-08-01,34.99,The Long Dark,Hinterland Studio Inc.,67.0,The Long Dark,6192.0
440,CB0ng,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
24200,76561198059899740,True,2,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2011-11-02,Free to Play,DC Universe™ Online,Daybreak Game Company,,,
313120,76561198054131489,True,2,"['Adventure', 'Indie', 'Early Access']",2015-01-23,14.99,Stranded Deep,Beam Team Games,326.0,Stranded Deep,331.0
440,CCP115,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
304930,76561198090431959,True,2,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,,,
440,76561198054767146,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
236430,76561198081434413,True,2,"['Action', 'RPG']",2014-04-25,39.99,DARK SOULS™ II,"FromSoftware, Inc",118.0,DARK SOULSâ¢ II,18330.0
264140,centor111,True,0,"['Adventure', 'Indie', 'RPG', 'Simulation']",2015-04-23,9.99,Pixel Piracy,Vitali Kirpu,90.0,Pixel Piracy,2163.0
236390,Lord_Marius,True,2,,,,,,116.0,War Thunder,47155.0
224260,FinalBreakers,True,2,"['Action', 'Free to Play', 'Indie']",2011-10-31,Free,No More Room in Hell,No More Room in Hell Team,,,
570,ClickOnThisLinkToAddMe,True,0,,,,,,,,
263020,Chinnigan,True,2,"['Action', 'Casual', 'Indie', 'Sports']",2014-09-29,11.99,STARWHAL,Breakfall,219.0,STARWHAL,262.0
304930,dannysfatass,True,0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,46.0,Unturned,4518.0
304930,dannysfatass,True,0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,46.0,Unturned,4518.0
203160,jbbuena,True,2,"['Action', 'Adventure']",2013-03-04,19.99,Tomb Raider,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",116.0,Tomb Raider,221.0
212480,76561198072431907,True,0,"['Racing', 'Sports']",2013-01-31,19.99,Sonic &amp; All-Stars Racing Transformed,Sumo Digital,,,
261640,Ch3nst3r,True,2,"['Action', 'RPG']",2014-10-14,39.99,Borderlands: The Pre-Sequel,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",,,
440,76561198087135044,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
244850,10101010101010109,True,2,,,,,,307.0,Space Engineers,507.0
242920,thepedrochamp,True,2,"['Indie', 'Simulation', 'Strategy']",2014-02-18,19.99,Banished,Shining Rock Software LLC,98.0,Banished,1205.0
41300,auschandler,True,2,"['Action', 'Free to Play', 'Indie']",2009-12-04,Free,Altitude,Nimbly Games,146.0,Altitude,2823.0
252490,changingmags,True,2,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2013-12-11,19.99,Rust,Facepunch Studios,115.0,Rust,185.0
230410,76561198026886919,True,2,"['Action', 'Free to Play']",2013-03-25,Free to Play,Warframe,Digital Extremes,116.0,Warframe,13051.0
72850,ChaoticRampage,True,0,,,,,,27.0,The Elder Scrolls V: Skyrim,8018.0
730,76561198054761819,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,78.0,Counter-Strike: Global Offensive,19515.0
440,Seralox,True,0,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
211420,76561198033883963,False,0,"['Action', 'RPG']",2012-08-23,19.99,DARK SOULS™: Prepare To Die™ Edition,FromSoftware,149.0,Dark Souls: Prepare to Die Edition,2989.0
285900,76561198057800009,True,2,"['Action', 'Adventure', 'Casual', 'Indie']",2017-12-12,19.99,Gang Beasts,Boneloaf,64.0,Gang Beasts,246.0
234140,76561198064600203,True,2,"['Action', 'Adventure']",2015-09-01,19.99,Mad Max,"Avalanche Studios,Feral Interactive (Mac/Linux)",177.0,Mad Max,552.0
333930,BirdieZ,True,2,"['Action', 'Free to Play']",Jun 2015,Free to Play,Dirty Bomb®,Splash Damage,65.0,Dirty Bomb,321.0
296490,topkeklord7,True,2,"['Action', 'Indie', 'Strategy']",2015-04-30,9.99,GemCraft - Chasing Shadows,Game in a Bottle,424.0,GemCraft - Chasing Shadows,15.0
8930,76561198071117635,True,2,['Strategy'],2010-09-21,29.99,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",175.0,Sid Meier's Civilization V,21755.0
221640,djcharles02,True,2,"['Action', 'Indie']",2012-11-27,2.99,Super Hexagon,Terry Cavanagh,48.0,Super Hexagon,1561.0
244850,76561198039506014,False,0,,,,,,126.0,Space Engineers,323.0
207140,76561198088838638,True,2,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",2016-04-19,14.99,SpeedRunners,DoubleDutch Games,130.0,SpeedRunners,982.0
4700,76561198042441420,True,2,['Strategy'],2006-11-15,19.99,Medieval II: Total War™,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",641.0,Medieval II: Total War,3058.0
252490,76561198062406902,True,2,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2013-12-11,19.99,Rust,Facepunch Studios,113.0,Rust,2955.0
222900,76561198072346840,True,2,,,,,,58.0,Dead Island: Epidemic,291.0
12210,11925219096,True,2,,,,,,70.0,Grand Theft Auto IV,7561.0
221100,76561198064696304,True,2,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2013-12-16,34.99,DayZ,Bohemia Interactive,39.0,DayZ,2207.0
440,pokeylegs,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
48700,evankohgj,True,2,"['Action', 'RPG']",2010-03-31,19.99,Mount &amp; Blade: Warband,TaleWorlds Entertainment,77.0,Mount & Blade: Warband,859.0
4000,76561198081284814,True,2,"['Indie', 'Simulation']",2006-11-29,9.99,Garry's Mod,Facepunch Studios,70.0,Garry's Mod,27586.0
4000,76561198044585909,True,0,"['Indie', 'Simulation']",2006-11-29,9.99,Garry's Mod,Facepunch Studios,128.0,Garry's Mod,111373.0
451520,76561198093166360,True,2,,,,,,72.0,theBlu,239.0
363970,chiefnemes,True,2,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-05-13,Free to Play,Clicker Heroes,Playsaurus,13.0,Clicker Heroes,10398.0
730,76561198091066992,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,18.0,Counter-Strike: Global Offensive,56842.0
274170,76561198084705916,True,0,"['Action', 'Indie']",2015-03-10,14.99,Hotline Miami 2: Wrong Number,Dennaton Games,118.0,Hotline Miami 2: Wrong Number,1217.0
252950,76561198065949365,True,0,"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,19.99,Rocket League®,"Psyonix, Inc.",109.0,Rocket League,25937.0
282800,buttmutt,True,0,"['Indie', 'Strategy']",2013-09-10,6.99,100% Orange Juice,Orange_Juice,192.0,100% Orange Juice,700.0
440,76561198075850578,True,0,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
218620,76561198067285046,True,0,,,,,,31.0,PAYDAY 2,1512.0
304930,chpmnksnpr,True,2,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-07-07,Free to Play,Unturned,Smartly Dressed Games,,,
207610,Elchiruuuu114,True,0,['Adventure'],2012-04-24,24.99,The Walking Dead,Telltale Games,50.0,The Walking Dead,984.0
730,420BlzeIT,True,2,['Action'],2012-08-21,14.99,Counter-Strike: Global Offensive,Valve,40.0,Counter-Strike: Global Offensive,34037.0
400,76561198085916165,True,2,['Action'],2007-10-10,9.99,Portal,Valve,147.0,Portal,214.0
440,76561197994404698,True,2,"['Action', 'Free to Play']",2007-10-10,Free to Play,Team Fortress 2,Valve,,,
393380,chlamydiaabbo,True,0,"['Action', 'Indie', 'Strategy', 'Early Access']",2015-12-14,39.99,Squad,Offworld Industries,73.0,Squad,655.0
